Total,67619
anon,37882,0.5602
/dev/pvrsrvkm,13640,0.2017
/data/app-lib/tv.fun.launcher-2/libcocos2djs.so,7108,0.1051
/data/app-lib/tv.fun.launcher-2/libfsp2p.so,3244,0.0480
/data/dalvik-cache/data@app@tv.fun.launcher-2.apk@classes.dex,2180,0.0322
/system/fonts/DroidSansFallback.ttf,581,0.0086
/data/dalvik-cache/system@framework@framework.jar@classes.dex,371,0.0055
/data/dalvik-cache/system@framework@core.jar@classes.dex,168,0.0025
/data/dalvik-cache/data@app@tv.fun.launcher.test-2.apk@classes.dex,160,0.0024
/data/dalvik-cache/system@framework@android.test.runner.jar@classes.dex,144,0.0021
/system/vendor/lib/egl/libGLESv2_POWERVR_SGX544_115.so,137,0.0020
