Total,107430
anon,64451,0.5999
/dev/pvrsrvkm,25095,0.2336
/data/app-lib/tv.fun.launcher-2/libcocos2djs.so,7556,0.0703
/data/app-lib/tv.fun.launcher-2/libfsp2p.so,3516,0.0327
/data/dalvik-cache/data@app@tv.fun.launcher-2.apk@classes.dex,2192,0.0204
/system/fonts/DroidSansFallback.ttf,1542,0.0144
/data/dalvik-cache/system@framework@framework.jar@classes.dex,419,0.0039
/data/dalvik-cache/system@framework@core.jar@classes.dex,162,0.0015
/data/dalvik-cache/data@app@tv.fun.launcher.test-2.apk@classes.dex,160,0.0015
/data/dalvik-cache/system@framework@android.test.runner.jar@classes.dex,148,0.0014
/system/vendor/lib/egl/libGLESv2_POWERVR_SGX544_115.so,137,0.0013
