Total,80123
anon,40792,0.5091
/dev/pvrsrvkm,23399,0.2920
/data/app-lib/tv.fun.launcher-2/libcocos2djs.so,7208,0.0900
/data/app-lib/tv.fun.launcher-2/libfsp2p.so,3248,0.0405
/data/dalvik-cache/data@app@tv.fun.launcher-2.apk@classes.dex,2180,0.0272
/data/dalvik-cache/system@framework@framework.jar@classes.dex,376,0.0047
/system/fonts/DroidSansFallback.ttf,295,0.0037
/data/dalvik-cache/system@framework@core.jar@classes.dex,171,0.0021
/data/dalvik-cache/data@app@tv.fun.launcher.test-2.apk@classes.dex,160,0.0020
/data/dalvik-cache/system@framework@android.test.runner.jar@classes.dex,144,0.0018
/system/vendor/lib/egl/libGLESv2_POWERVR_SGX544_115.so,137,0.0017
